Game,Platform,Score,Genre
Rune Factory: A Fantasy Harvest Moon,Nintendo DS,8.4,RPG
Ecco the Dolphin,Xbox 360,6,Action
ER Rush,Wireless,8,Action
Tomb Raider Anniversary,PlayStation Portable,7.8,Adventure
Pet Alien,Nintendo DS,5,"Puzzle, Action"
BioShock,Xbox 360,9.7,Shooter
BioShock (Limited Edition),Xbox 360,9.7,Shooter
Fatal Fury: Battle Archives Volume 1,PlayStation 2,6.8,"Fighting, Compilation"
Cratermaze,Wii,6.5,Action
Cratermaze,TurboGrafx-16,6.5,Action
Madden NFL 08,Nintendo DS,7.4,Sports
Drake &amp; Josh: Talent Showdown,Nintendo DS,3.5,Action
Blue Dragon,Xbox 360,7.9,RPG
Triple Scoop Twist,Wireless,8.5,Simulation
Hexic 2,Xbox 360,6.5,Puzzle
Luminous Arc,Nintendo DS,7.5,Strategy
Madden NFL 08,Xbox,7.9,Sports
Mega Man Star Force: Leo,Nintendo DS,5.2,RPG
Boogie (Game &amp; Microphone) ,Wii,4.5,Music
High School Musical: Makin' the Cut!,Nintendo DS,7.5,Music
Mega Man Star Force: Pegasus,Nintendo DS,5.2,RPG
Madden NFL 08,PlayStation Portable,7.7,Sports
Labyrinth,Nintendo DS,4,"Puzzle, Action"
Madden NFL 08,GameCube,7.6,Sports
Madden NFL 08,PlayStation 2,7.9,Sports
Worms 2007 (2D Edition),Wireless,7.9,Strategy
Mega Man Star Force: Dragon,Nintendo DS,5.2,RPG
AMF Bowling Deluxe 3D,Wireless,7,Sports
Madden NFL 08,Xbox 360,8.7,Sports
Madden NFL 08,Wii,8.5,Sports
Metroid,Wii,8,"Action, Adventure"
Metroid,NES,8,Action
Jeanne d'Arc,PlayStation Portable,9,"Strategy, RPG"
Blast Factor: Advanced Research,PlayStation 3,7.3,Shooter
Escape from Bug Island,Wii,4,Action
Ultimate Puzzle Games: Sudoku Edition,Nintendo DS,7,Puzzle
Madden NFL 08,PlayStation 3,7.7,Sports
Attack on Pearl Harbor,PC,4.6,Flight
Professor Fizzwizzle,Wireless,7.8,"Puzzle, Adventure"
Platinum Sudoku,Nintendo DS,7.5,Puzzle
Digital Chocolate Cafe,Wireless,9.5,Party
Adventures of Lolo,Wii,8,"Puzzle, Adventure"
Adventures of Lolo,NES,8,Puzzle
World Series of Poker: Pro Challenge ,Wireless,8,Card
Sword of the New World: Granado Espada,PC,6.5,RPG
Crazy Taxi: Fare Wars,PlayStation Portable,7.5,"Racing, Action"
Heroes of Mana,Nintendo DS,8,RPG
Piyotama,PlayStation 3,7.5,Puzzle
NHRA: Countdown to the Championship,PlayStation 2,7.4,Racing
Wave Race 64,Wii,9,Racing
Galaga '90,Wii,8,Shooter
Blast Factor Multiplayer Pack,PlayStation 3,6.5,Shooter
Galaga '90,TurboGrafx-16,8,Shooter
Track &amp; Field,Xbox 360,6,Sports
B-17: Fortress in the Sky,Nintendo DS,4,"Flight, Action"
Shrek the Third,Nintendo DS,7,Action
Tomb Raider: Legend (3D Edition),Wireless,7,Adventure
Street Fighter II: The World Warrior [2007],Wireless,7.5,Fighting
Star Soldier,Wii,5,Shooter
Surviving Hollywood,Wireless,8,Adventure
Drop Off,Wii,3.5,"Puzzle, Action"
Drop Off,TurboGrafx-16,3.5,"Puzzle, Action"
Harvest Moon Boy &amp; Girl,PlayStation Portable,7.1,RPG
Spider-Man 3 Puzzle,Wireless,5.5,Puzzle
Carnival Games,Wireless,4,Party
Dynasty Warriors DS: Fighter's Battle,Nintendo DS,5.9,Action
Spyglass Board Games,Xbox 360,4.5,Board
Dynamite Headdy,Genesis,7.5,Platformer
Dynamite Headdy ,Wii,7.5,Platformer
Glory Days 2,Nintendo DS,8,Action
Rugby 08,PlayStation 2,8.2,Sports
Kirby's Dream Course,Wii,7.5,"Sports, Action"
Ratatouille,PlayStation 2,6.5,Action
Marathon: Durandal,Xbox 360,7.4,Shooter
Devil's Crush,Wii,7.5,Pinball
Kirby's Dream Course,Super NES,7.5,"Sports, Action"
UFO: Extraterrestrials,PC,5.9,Strategy
The Bourne Ultimatum,Wireless,5.2,Action
Ratatouille,GameCube,6.5,Action
Picross DS,Nintendo DS,9,Puzzle
Devil's Crush,TurboGrafx-16,7.5,Action
Shining Force,Wii,8.5,"Strategy, RPG"
Mario Strikers Charged,Wii,8.3,Sports
Tom Clancy's Ghost Recon Advanced Warfighter 2,PC,7.2,Shooter
Wing Commander Arena,Xbox 360,4.9,"Flight, Action"
Alien Syndrome,PlayStation Portable,6,"Action, RPG"
NASCAR 08,PlayStation 3,5,Racing
Sid Meier's Civilization IV: Beyond the Sword,PC,8.9,Strategy
NASCAR 08,Xbox 360,5,Racing
Final Fantasy II,PlayStation Portable,6.1,RPG
Super Contra,Xbox 360,5.7,Action
Alien Syndrome,Wii,5.5,"Action, RPG"
Brave Story: New Traveler,PlayStation Portable,7.3,RPG
The Simpsons: Minutes to Meltdown ,Wireless,6,Action
Shin Megami Tensei: Persona 3,PlayStation 2,8.3,RPG
Riviera: The Promised Land,PlayStation Portable,6.2,RPG
Yie Ar Kung Fu,Xbox 360,4,Fighting
Guitar Hero Encore: Rocks the 80s,PlayStation 2,7.2,Music
All-Pro Football 2K8,Xbox 360,7.6,Sports
Vampire Rain,Xbox 360,2.9,Action
All-Pro Football 2K8,PlayStation 3,7.6,Sports
Silent Debuggers,Wii,4.5,Shooter
Balloon Fight,Wii,6,Action
Call for Heroes: Pompolic Wars,PC,1.2,"Action, RPG"
Geometry Wars: Retro Evolved Mobile,Wireless,7.5,Shooter
Paper Mario,Wii,9,RPG
Balloon Fight,NES,6,Action
No Surrender: Battle of the Bulge,PC,5.5,Strategy
NCAA Football 08,Xbox 360,8.3,Sports
Project Sylpheed,Xbox 360,5.9,Shooter
Hot Shots Tennis,PlayStation 2,7.6,Sports
NCAA Football 08,PlayStation 3,7.8,Sports
Bomberman Live,Xbox 360,8.4,Action
PaRappa the Rapper,PlayStation Portable,6.8,"Music, Action"
Call of Juarez,PC,6.8,Shooter
TrackMania United,PC,8,Racing
World Poker Tour: Texas Hold 'Em 2,Wireless,8.8,Card
SpaceForce: Rogue Universe,PC,5.1,Action
Hot Wheels Ultimate Racing ,PlayStation Portable,5.9,Racing
Chicken Shoot,Wii,2,"Hunting, Action"
NCAA Football 08,Xbox,8.1,Sports
Ratatouille,Game Boy Advance,7,Action
Tales of the World: Radiant Mythology,PlayStation Portable,7.5,RPG
Sonic The Hedgehog Arcade,Xbox 360,7.4,Platformer
Golden Axe,Xbox 360,7.5,Action
Air Zonk,Wii,8,Shooter
Mach Rider,NES,6,Racing
Yoshi,Wii,5,Puzzle
Mach Rider,Wii,6,"Racing, Editor"
Major League Baseball 2K7,Nintendo DS,3,Sports
Air Zonk,TurboGrafx-16,8,Shooter
Chicken Shoot (Game &amp; Blaster),Wii,2,"Hunting, Action"
NCAA Football 08,PlayStation 2,8.1,Sports
Overlord,PC,8,Adventure
Brick Breaker Revolution,Wireless,8.5,Action
Harry Potter and the Order of the Phoenix,Wireless,7,Adventure
Driver: Parallel Lines,Wii,5.9,Action
Ratatouille,Nintendo DS,7,Platformer
Nintendo DS Browser,Nintendo DS,3.5,Productivity
Biker Mice from Mars,PlayStation 2,3,"Racing, Action"
Traxxpad: Portable Studio,PlayStation Portable,8,"Music, Editor"
Ecco: The Tides of Time,Wii,7,"Action, Adventure"
Smash Court Tennis 3,PlayStation Portable,7,Sports
Crazy Campus ,Wireless,7.8,Simulation
Dragon Spirit,TurboGrafx-16,7,Shooter
Ecco: The Tides of Time,Genesis,7,Action
Dragon Spirit,Wii,7,Shooter
Tom Clancy's Rainbow Six: Vegas,PlayStation Portable,5.5,Shooter
Harry Potter and the Order of the Phoenix,Nintendo DS,6,Adventure
Super Mario Bros. 2,Wii,8.5,Platformer
Missile Command,Xbox 360,7,Action
Bliss,Wireless,6.7,Puzzle
Hoshigami Remix,Nintendo DS,6,"Strategy, RPG"
Overlord,Xbox 360,6.6,Adventure
Steel Horizon,PlayStation Portable,3,Strategy
The Bigs,PlayStation Portable,6.3,"Sports, Action"
Cookie &amp; Cream,Nintendo DS,7.8,Platformer
Super Stardust HD,PlayStation 3,8.7,Shooter
Hour of Victory,Xbox 360,5.7,Shooter
Touchmaster,Nintendo DS,7.8,Party
FreeStyle Street Basketball,PC,6.8,Sports
Lost Planet: Extreme Condition,PC,5.8,Action
Pyramid Bloxx,Wireless,8.9,Puzzle
Street Fighter II Turbo,Wii,7.5,Fighting
Ratatouille,Wireless,7.5,Action
The Adventures of Darwin,PlayStation 2,6.3,Simulation
Ninja Gaiden Sigma,PlayStation 3,9.3,Action
Go! Puzzle,PlayStation 3,6.3,"Puzzle, Compilation"
Nervous Brickdown ,Nintendo DS,7.9,Action
F-Zero X,Wii,7,Racing
Dirt,PC,8.4,Racing
Carcassonne,Xbox 360,8,Strategy
China Warrior,TurboGrafx-16,1.5,Action
China Warrior,Wii,1.5,Action
Transformers: Decepticons,Nintendo DS,6.8,Action
Live Free or Die Hard,Wireless,7,Action
Harry Potter and the Order of the Phoenix,PC,7.3,Adventure
Sword of the Stars: Born of Blood,PC,7.2,Strategy
The Bigs,PlayStation 2,7,"Sports, Action"
Millionaire: Music Edition,Wireless,7,Trivia
Transformers: Autobots,Nintendo DS,6.8,Action
God of War: Betrayal,Wireless,9,Action
Final Fantasy,PlayStation Portable,6.9,RPG
Tom Clancy's Rainbow Six: Vegas,PlayStation 3,8.7,Shooter
Harry Potter and the Order of the Phoenix,Xbox 360,7.6,Adventure
Pokemon Battle Revolution,Wii,5,Battle
The Bigs,PlayStation 3,8,"Sports, Action"
Transformers: The Game,Xbox 360,5.7,Action
Rengoku,Wireless,6.5,None
Ratatouille,Wii,7,Action
The Bigs,Xbox 360,8.3,"Sports, Action"
Transformers: The Game,PlayStation 3,5.7,Action
Transformers: The Game,PlayStation Portable,5.5,Action
Marvel Trading Card Game ,Nintendo DS,6.7,"Card, Battle"
Transformers: The Game,Wii,6,Action
Mega Man 2,Wireless,7.8,Action
The Darkness,PlayStation 3,7.7,Action
L.A. Street Racing,PC,6.5,Racing
The Darkness,Xbox 360,7.8,Action
SimCity DS,Nintendo DS,7,Simulation
The Bigs,Wii,7,"Sports, Action"
Harry Potter and the Order of the Phoenix,PlayStation 3,7.6,Adventure
Ocean's Thirteen,Wireless,5.5,Casino
Bust-A-Move Deluxe,PlayStation Portable,7.8,Puzzle
Band of Bugs,Xbox 360,6.2,Strategy
The Fast and the Furious: Fugitive 3D,Wireless,8.8,Racing
Smash It!,Wireless,6.5,Puzzle
Harry Potter and the Order of the Phoenix,PlayStation 2,7,Adventure
Death Jr. and the Science Fair of Doom,Nintendo DS,4,Action
Brothers in Arms DS,Nintendo DS,8,Shooter
Harry Potter and the Order of the Phoenix,Wii,7.8,Adventure
Kid Chameleon,Wii,6.5,Platformer
Time Ace,Nintendo DS,5.9,"Flight, Action"
Kid Chameleon,Genesis,6.5,Platformer
Monster Madness: Battle for Suburbia,Xbox 360,4.8,Action
Legend of the Dragon,PlayStation Portable,2.5,Fighting
World Sports Competition,Wii,6.5,Sports
Tenchu Z,Xbox 360,5.2,"Action, Adventure"
Bloody Wolf ,Wii,6,Action
Dungeon Maker: Hunting Ground,PlayStation Portable,6.4,"RPG, Simulation"
Resident Evil 4: Wii Edition,Wii,9,Action
Shrek the Third,PlayStation Portable,6,Action
Bloody Wolf,TurboGrafx-16,6,Shooter
Pirates of the Caribbean: At World's End,PlayStation Portable,6.5,Action
Lost,iPod,6.7,Adventure
Fantastic 4: Rise of the Silver Surfer,Xbox 360,5.4,"Action, Adventure"
NES Open Tournament Golf,Wii,7.5,Sports
Dragon Ball Z: Harukanaru Densetsu,Nintendo DS,7.5,"Card, RPG"
Fantastic 4: Rise of the Silver Surfer,Wii,5,"Action, Adventure"
Wiffle Ball,Nintendo DS,1.5,Sports
Driver: LA Undercover 3D,Wireless,6,Action
Top Spin 2,PC,7,Sports
Hot Brain,PlayStation Portable,6.8,"Educational, Action"
NES Open Tournament Golf,NES,7.5,Sports
Fantastic 4: Rise of the Silver Surfer,PlayStation 2,4.7,"Action, Adventure"
Fantastic 4: Rise of the Silver Surfer,PlayStation 3,5.4,"Action, Adventure"
The Sims 2: Pets,Wii,7.2,Simulation
Duke Nukem Arena,Wireless,8,None
Fantastic 4: Rise of the Silver Surfer,Nintendo DS,3.5,Action
Zendoku,Nintendo DS,5,Puzzle
Surf's Up,Nintendo DS,5.5,Action
Brain Buster Puzzle Pak,Nintendo DS,7,Puzzle
Code Lyoko: Get Ready to Virtualize,Nintendo DS,6.5,Adventure
Yu-Gi-Oh! World Championship 2007 ,Nintendo DS,7.8,"Card, Battle"
ESPN Bassmaster Elite Series,Wireless,8,Hunting
Shoot'em Poker,Wireless,7.8,Card
GrimGrimoire,PlayStation 2,8.4,Strategy
Tank Beat,Nintendo DS,4,Action
Surf's Up,Wireless,7.8,Action
Golden Axe II,Genesis,6.5,Fighting
Lode Runner,Wii,3.5,"Puzzle, Action"
PQ: Practical Intelligence Quotient 2,PlayStation Portable,8,Puzzle
Poker Pop World Tour,Wireless,8,Puzzle
Lode Runner,NES,3.5,Puzzle
Purr Pals,Nintendo DS,6.5,Virtual Pet
Sonic the Hedgehog 2 (Genesis),Wii,8.5,Platformer
Prince of Persia Classic,Xbox 360,8.6,Action
Golden Axe II,Wii,6.5,Action
Big Brain Academy: Wii Degree,Wii,7.6,"Educational, Puzzle"
Transformers: The Game,Wireless,7,Action
Scarface: The World is Yours,Wii,8.5,Action
Dirt,Xbox 360,8.4,Racing
Marine Sharpshooter III,PC,3.5,Shooter
Naruto: Ultimate Ninja 2,PlayStation 2,7.4,Fighting
The Red Star,PlayStation 2,6.9,Action
Space Invaders Pinball,Wireless,4,Pinball
Fantastic 4: Rise of the Silver Surfer,Wireless,6,Action
Pac-Man: Championship Edition,Xbox 360,8.4,Action
Devilish ,Nintendo DS,3,Action
Halo 2,PC,7.5,Shooter
Miner 2049er,Wireless,8,Platformer
Made Man,PC,2.4,"Action, Adventure"
Milon's Secret Castle,NES,4,Puzzle
Milon's Secret Castle,Wii,4,"Puzzle, Action"
Call of Juarez,Xbox 360,7.5,Shooter
SudoKuro,Nintendo DS,2,Puzzle
Shadowrun,Xbox 360,6.8,Shooter
Zelda II: The Adventure of Link,Wii,8.5,"Action, Adventure"
Taito Legends 2,PlayStation 2,7.4,Compilation
Dead Moon,Wii,5.5,Shooter
Shadowrun,PC,6.8,Shooter
Dead Moon,TurboGrafx-16,5.5,Shooter
ToeJam &amp; Earl in Panic on Funkotron,Wii,7,Platformer
Puzzle Scape,PlayStation Portable,7.5,"Puzzle, Action"
Caesar,Wireless,7.8,Strategy
Infernal,PC,5.1,Shooter
Legend of the Dragon,PlayStation 2,3,Fighting
Tomb Raider Anniversary,PlayStation 2,7.8,Adventure
Naruto: Ninja Council 3,Nintendo DS,6.5,Fighting
UFO: Afterlight,PC,7.4,Strategy
Planet Puzzle League,Nintendo DS,9,Puzzle
Ms. Pac-Man,iPod,6,Action
Penumbra: Overture,PC,7,Adventure
Tomb Raider Anniversary ,PC,8,Adventure
Mad Tracks,Xbox 360,6.8,Racing
Heatseeker,PlayStation Portable,4,"Flight, Action"
Championship Sprint,PlayStation 3,2.8,Racing
Surf's Up,Xbox 360,6.2,Action
Surf's Up,PlayStation 3,6.2,Action
Crush,PlayStation Portable,8.9,Puzzle
J.J. &amp; Jeff,TurboGrafx-16,4,Platformer
Diner Dash: Sizzle &amp; Serve,PlayStation Portable,6.5,Strategy
Pirates of the Seven Seas,Wireless,7,Action
ActRaiser,Super NES,7.5,"Action, Simulation"
Tamagotchi: Party On!,Wii,3.5,Board
Diner Dash: Sizzle &amp; Serve,Nintendo DS,7,Strategy
ActRaiser,Wii,7.5,"Action, Editor"
J.J. &amp; Jeff,Wii,4,Platformer
Scrabble [2007],Wireless,7,Puzzle
Donkey Kong Country 2: Diddy's Kong Quest,Wii,8.8,Platformer
Streets of Rage 2,Wii,8.5,Action
Making History: The Calm &amp; The Storm,PC,7,Strategy
Rampage: World Tour,PlayStation 3,5.6,Action
Blazing Lazers,TurboGrafx-16,8,Shooter
Joust,PlayStation 3,6.1,Action
WarTech: Senko no Ronde,Xbox 360,5.1,Shooter
Blazing Lazers,Wii,8,Shooter
New York Times Crosswords,Nintendo DS,7.9,Puzzle
Donkey Kong Country 2: Diddy's Kong Quest ,Super NES,8.8,Platformer
Mario Party 8,Wii,5.2,Party
Chuzzle Mobile,Wireless,7.9,Puzzle
Forza Motorsport 2,Xbox 360,8.9,"Racing, Simulation"
Legend of the Dragon,Wii,3.8,Fighting
Pirates of the Caribbean: At World's End,Nintendo DS,6.5,Action
Resident Evil 4,PC,7.7,"Action, Adventure"
Pirates of the Caribbean: At World's End,Wireless,6.5,Action
Mortal Kombat: Armageddon,Wii,7.8,Fighting
Toon Doku,Nintendo DS,3.5,Puzzle
Pirates of the Caribbean: At World's End,PC,6.5,Adventure
Xevious,Xbox 360,6,Shooter
Pirates of the Caribbean: At World's End,PlayStation 2,6.5,Action
Pirates of the Caribbean: At World's End,Wii,6.5,Action
Bejeweled [2007],Wireless,8.5,Puzzle
Odin Sphere,PlayStation 2,8.8,RPG
Rush'n Attack,Xbox 360,7,Action
7 Wonders,Wireless,7,Puzzle
CellFactor: Revolution,PC,5.2,Shooter
Brooktown High,PlayStation Portable,5.2,Simulation
Snoop Dogg Cruisin',Wireless,6.5,Party
Driver '76,PlayStation Portable,4.5,"Racing, Action"
Touch The Dead,Nintendo DS,6.9,Shooter
Dawn of Mana,PlayStation 2,6.5,"Action, RPG"
Brain Genius,Wireless,7.5,Puzzle
Pirates of the Caribbean: At World's End ,Xbox 360,5.5,Action
Pirates of the Caribbean: At World's End,PlayStation 3,5.2,Action
Taito Legends Power-Up,PlayStation Portable,7.2,"Action, Compilation"
Crash Bandicoot: Party Games,Wireless,5,Party
Shrek the Third,Xbox 360,6,Action
Gunslinger,Wireless,7.5,Action
Shrek the Third,Wii,6,Action
Ultimate Board Game Collection,PlayStation Portable,5.8,"Board, Compilation"
Soltrio Solitaire,Xbox 360,5.2,Card
Shrek the Third,PlayStation 2,6,Action
Rampart,PlayStation 3,4.3,Strategy
Shrek the Third,PC,6,Action
Steel Horizon,Nintendo DS,3.5,Strategy
The Fast and the Furious: Fugitive 2D,Wireless,7.8,Racing
Big Range Hunting 3D,Wireless,8.1,Simulation
Innocent Life: A Futuristic Harvest Moon,PlayStation Portable,6.5,RPG
Battleship / Connect Four / Sorry / Trouble,Nintendo DS,6.5,Board
Meet The Robinsons,Nintendo DS,6.5,Action
Uno 52,Nintendo DS,4,Card
M&amp;M's: Break'Em,Nintendo DS,5,"Puzzle, Action"
Mind Quiz: Your Brain Coach,Nintendo DS,4,Educational
SNK vs. Capcom Card Fighters DS,Nintendo DS,3.5,"Card, Battle"
People's Choice Hangman,Wireless,7.5,Trivia
Etrian Odyssey,Nintendo DS,7.4,RPG
Catz,Wireless,7.9,Virtual Pet
Theatre of War [2007] ,PC,7,Strategy
Space Invaders [2007] (Taito Version),Wireless,5,Shooter
Heatseeker,PlayStation 2,4.8,"Flight, Action"
MLB 07: The Show,PlayStation 3,7.7,Sports
Rollercoaster Rush 3D,Wireless,8.3,Puzzle
Ninja Spirit,Wii,8,Action
Ninja Gaiden,NES,9,Action
Ninja Gaiden (NES),Wii,9,Action
Ninja Spirit,TurboGrafx-16,8,Action
Pac-Man,Wii,6,Action
Pac-Man,NES,6,Action
The Lord of the Rings Online: Shadows of Angmar,PC,8.6,RPG
Shrek the Third,Wireless,7.5,Action
ArmA: Combat Operations,PC,7.3,Shooter
Hard Rock Casino,PlayStation Portable,4.5,Casino
Tony Hawk's Downhill Jam,PlayStation 2,5.5,Sports
Th3 Plan,PlayStation 2,6.5,Strategy
Double Dragon,Xbox 360,5.6,Fighting
Command &amp; Conquer 3 Tiberium Wars,Xbox 360,8.2,Strategy
Gauntlet II,PlayStation 3,5.5,Action
Tokyo Xtreme Racer DRIFT 2,PlayStation 2,4,Racing
Spider-Man 3,PC,4.7,"Action, Adventure"
Mighty Bomb Jack,NES,4,Action
Ordyne,TurboGrafx-16,7,Shooter
Rapala Tournament Fishing,Xbox 360,4.5,Hunting
Final Fight ,Super NES,8,Action
Final Fight,Wii,8,Action
Ordyne,Wii,7,Shooter
Winx Club: Join the Club,PlayStation Portable,3,Action
Rainbow Islands,Wireless,7.4,Platformer
Robotech: The New Generation,Wireless,7.3,Shooter
7 Wonders,PlayStation Portable,4.9,Puzzle
Mighty Bomb Jack,Wii,4,Action
Spider-Man 3 (Special Edition),PlayStation 2,3.5,"Action, Adventure"
Spider-Man 3,Wii,5.7,"Action, Adventure"
Spider-Man 3,PlayStation 2,3.5,"Action, Adventure"
Ancient Wars: Sparta,PC,6,Strategy
Spider-Man 3,PlayStation 3,6,"Action, Adventure"
Rock City Empire,Wireless,8.4,Simulation
Spider-Man 3,Xbox 360,6,"Action, Adventure"
Spider-Man 3 (Collector's Edition),PlayStation 3,6,"Action, Adventure"
Catan,Xbox 360,7.7,Strategy
Spider-Man 3,Nintendo DS,8.1,"Action, Adventure"
Centipede &amp; Millipede,Xbox 360,5.7,Shooter
BurgerTime Special,Wireless,7.8,Action
True Crime: New York City,Wireless,4.5,Action
Johnny Crash Does Texas,Wireless,8,Action
FotoQuest Fishing,Wireless,8,Simulation
The Fast and the Furious,PlayStation Portable,6.2,Racing
Shockman,Wii,5,Action
Bionicle Heroes ,Wii,5,Action
Rayman Raving Rabbids,Xbox 360,5.8,Party
Pillowfight,Wireless,8,Action
The Legend of the Mystical Ninja,Wii,8.5,"Action, Adventure"
Castlevania,Wii,7.5,Action
Castlevania,NES,7.5,Action
Heatseeker,Wii,5.5,"Flight, Action"
Spider-Man 3,Wireless,6,Action
Pinball FX,Xbox 360,6,Pinball
Muncher,Wireless,7.5,"Puzzle, Action"
Battle Lode Runner,Wii,6.5,Action
Wonder Boy in Monster World,Wii,8,Platformer
Company of Heroes,Wireless,7.3,Strategy
Sam &amp; Max: Season One -- Episode #6: Bright Side of The Moon,PC,8.1,Adventure
Battle Lode Runner,TurboGrafx-16,6.5,"Puzzle, Action"
Eets: Chowdown,Xbox 360,7.4,"Puzzle, Action"
Bust-A-Move Bash!,Wii,5.3,"Puzzle, Action"
Calling All Cars!,PlayStation 3,8.5,Action
Aedis Eclipse ~Generation of Chaos~,PlayStation Portable,6.9,"Strategy, RPG"
Raiden III,PlayStation 2,6.5,Shooter
ProStroke Golf: World Tour 2007,PlayStation Portable,6.8,Sports
Gradius III,Super NES,8.5,Shooter
Gradius III,Wii,8.5,Shooter
Pimp My Ride,PlayStation Portable,2,Racing
Pokemon Pearl Version,Nintendo DS,8.5,RPG
Gyruss ,Xbox 360,4.8,Shooter
Bonk's Revenge,TurboGrafx-16,7.9,Platformer
Bonk's Revenge,Wii,7.9,Platformer
Pokemon Diamond Version,Nintendo DS,8.5,RPG
F.E.A.R.,PlayStation 3,8.1,Shooter
Cube [2007],PlayStation Portable,6.7,Puzzle
Super Rub-a-Dub,PlayStation 3,2.9,"Puzzle, Action"
Virtua Fighter 2,Wii,3.5,Fighting
Bravoman,Wii,6.5,Action
Bravoman,TurboGrafx-16,6.5,Action
Alex Kidd in the Enchanted Castle,Genesis,4.5,Platformer
Alex Kidd in the Enchanted Castle,Wii,4.5,Platformer
Galaga,NES,7.5,Shooter
Galaga,Wii,7.5,Shooter
Punch-Out!! Featuring Mr. Dream,Wii,9,Sports
3D Ultra Minigolf Adventures,Xbox 360,7.5,Sports
Super Boom Boom,Wireless,8.5,"Puzzle, Action"
Pocket Pool,PlayStation Portable,4,Sports
Eureka Seven Vol. 2: The New Vision,PlayStation 2,3.7,Action
Valhalla Knights,PlayStation Portable,5.3,RPG
Pro Golf 2007 feauring Vijay Singh,Wireless,7.7,Sports
For Liberty!,PC,6.5,Strategy
Mortal Kombat II,PlayStation 3,7.3,Fighting
Prince of Persia: Rival Swords,PlayStation Portable,7,Action
Made Man,PlayStation 2,2.4,"Action, Adventure"
Boom Boom Rocket ,Xbox 360,7,"Music, Action"
Dragon's Curse,TurboGrafx-16,7.5,Action
Star Fox 64,Wii,8.5,"Flight, Action"
Theme Park,Nintendo DS,7.5,Simulation
Dragon's Curse,Wii,7.5,Adventure
Runaway: The Dream of the Turtle,PC,7.2,Adventure
Teenage Mutant Ninja Turtles [1989],Wii,5.5,Action
Spin-It!,Wireless,7,Puzzle
Backyard Basketball 2007,PlayStation 2,2.5,Sports
Men in Black: Alien Assault,Wireless,6,Action
Backyard Basketball 2007,PC,2.5,Sports
Metal Slug Anthology,PlayStation 2,7.9,"Action, Compilation"
Brain Juice Energy,Wireless,8,Puzzle
Cake Mania,Nintendo DS,6.5,Simulation
MediEvil,PlayStation Portable,5.9,Action
Cabela's African Safari,Xbox 360,5,Hunting
Super Paper Mario,Wii,8.9,Action
Derek Jeter Pro Baseball 2007,Wireless,8.5,Sports
SingStar Pop,PlayStation 2,7.7,Music
Syphon Filter,PlayStation Portable,6.5,Shooter
Luxor 2,Xbox 360,6.8,"Puzzle, Action"
Skipping Stone IQ,Wireless,7.6,Puzzle
